title,release_year,genre,director,cast,runtime,budget,revenue,ratings_imdb,verdict
Revenge Awakens,2014,"Drama, Fantasy",Rohit Shetty,"Shah Rukh Khan, Varun Dhawan, Salman Khan",176,182.83,128.95,5.9,0
Heart Chronicles,2014,"Adventure, Romance",Rohit Shetty,"Aamir Khan, Hrithik Roshan, Ranbir Kapoor",137,88.56,95.66,7.0,1
King Chronicles,2014,"Comedy, Romance",Anurag Kashyap,"Ranveer Singh, Akshay Kumar, Aamir Khan",126,121.51,204.32,5.0,1
Night Code,2014,"Adventure, Thriller",Imtiaz Ali,"Vicky Kaushal, Ayushmann Khurrana, Tiger Shroff",109,189.24,227.45,6.1,1
Dream Chronicles,2014,"Comedy, Crime",Farhan Akhtar,"Ranveer Singh, Ayushmann Khurrana, Sidharth Malhotra",114,117.73,104.56,4.0,0
Night Code,2014,"Mystery, Adventure",Sanjay Leela Bhansali,"Vicky Kaushal, Tiger Shroff, Shah Rukh Khan",106,198.15,352.82,4.7,1
Heart Code,2014,"Crime, Action",Zoya Akhtar,"Vicky Kaushal, Akshay Kumar, Varun Dhawan",137,266.95,584.26,5.5,2
Hope Diaries,2014,"Adventure, Thriller",Sanjay Leela Bhansali,"Vicky Kaushal, Varun Dhawan, Rajkummar Rao",157,90.71,50.39,8.6,0
War Saga,2014,"Drama, Drama",Rohit Shetty,"Salman Khan, Varun Dhawan, Vicky Kaushal",117,20.29,11.08,7.5,0
Hope Unleashed,2014,"Drama, Fantasy",Karan Johar,"Salman Khan, Sidharth Malhotra, Tiger Shroff",105,197.51,304.31,5.9,1
Heart Unleashed,2014,"Comedy, Horror",Sanjay Leela Bhansali,"Rajkummar Rao, Akshay Kumar, Shah Rukh Khan",172,132.6,309.36,9.4,2
War Rising,2014,"Thriller, Thriller",Ayan Mukerji,"Vicky Kaushal, Varun Dhawan, Aamir Khan",163,259.93,463.02,5.2,1
Shadow Unleashed,2014,"Mystery, Horror",Imtiaz Ali,"Akshay Kumar, Tiger Shroff, Ranveer Singh",137,211.77,612.66,4.5,2
War Unleashed,2014,"Horror, Thriller",Ayan Mukerji,"Tiger Shroff, Sidharth Malhotra, Hrithik Roshan",174,16.41,35.66,8.2,2
Hope Code,2014,"Horror, Comedy",S. S. Rajamouli,"Akshay Kumar, Salman Khan, Sidharth Malhotra",168,96.26,144.94,9.0,1
King Rising,2014,"Fantasy, Comedy",Anurag Kashyap,"Akshay Kumar, Kartik Aaryan, Shah Rukh Khan",165,99.65,298.93,5.4,2
Night Forever,2014,"Mystery, Horror",Rohit Shetty,"Aamir Khan, Vicky Kaushal, Hrithik Roshan",157,201.26,633.94,6.7,2
War Unleashed,2014,"Romance, Horror",Zoya Akhtar,"Ranveer Singh, Hrithik Roshan, Vicky Kaushal",170,25.91,86.4,7.1,2
Love Code,2014,"Adventure, Adventure",Sanjay Leela Bhansali,"Ranveer Singh, Akshay Kumar, Sidharth Malhotra",148,265.55,863.17,4.9,2
Revenge Code,2014,"Drama, Thriller",Zoya Akhtar,"Aamir Khan, Hrithik Roshan, Tiger Shroff",104,40.73,118.36,7.6,2
Heart Awakens,2014,"Romance, Adventure",S. S. Rajamouli,"Ranbir Kapoor, Ayushmann Khurrana, Rajkummar Rao",163,67.27,43.81,4.7,0
Love Returns,2014,"Comedy, Adventure",Rajkumar Hirani,"Hrithik Roshan, Ranbir Kapoor, Shah Rukh Khan",136,233.89,755.89,4.6,2
Love Affair,2014,"Thriller, Fantasy",Zoya Akhtar,"Kartik Aaryan, Akshay Kumar, Hrithik Roshan",163,181.89,279.4,8.0,1
War Affair,2014,"Crime, Thriller",S. S. Rajamouli,"Tiger Shroff, Shah Rukh Khan, Sidharth Malhotra",158,277.71,636.34,6.0,2
Hope Returns,2014,"Adventure, Comedy",Farhan Akhtar,"Ranbir Kapoor, Kartik Aaryan, Hrithik Roshan",117,213.26,590.35,5.3,2
Revenge Saga,2014,"Horror, Drama",Imtiaz Ali,"Varun Dhawan, Tiger Shroff, Aamir Khan",120,65.62,34.29,5.3,0
Dream Chronicles,2014,"Mystery, Thriller",Imtiaz Ali,"Ranbir Kapoor, Shah Rukh Khan, Sidharth Malhotra",93,36.9,107.52,9.1,2
Heart Returns,2014,"Romance, Horror",Rohit Shetty,"Hrithik Roshan, Rajkummar Rao, Ranbir Kapoor",114,68.35,58.69,7.6,0
Heart Unleashed,2014,"Drama, Crime",Zoya Akhtar,"Vicky Kaushal, Ayushmann Khurrana, Ranbir Kapoor",111,29.18,40.06,6.1,1
Dream Affair,2014,"Drama, Thriller",Farhan Akhtar,"Aamir Khan, Rajkummar Rao, Sidharth Malhotra",140,257.78,480.39,4.1,1
Dream Returns,2014,"Thriller, Adventure",Anurag Kashyap,"Akshay Kumar, Ranbir Kapoor, Ayushmann Khurrana",155,272.16,823.67,7.9,2
Love Affair,2014,"Comedy, Action",Zoya Akhtar,"Rajkummar Rao, Akshay Kumar, Salman Khan",115,121.95,397.59,8.7,2
King Saga,2014,"Horror, Drama",Rohit Shetty,"Vicky Kaushal, Hrithik Roshan, Kartik Aaryan",170,116.5,117.68,8.8,1
Heart Saga,2014,"Romance, Comedy",Sanjay Leela Bhansali,"Ranveer Singh, Sidharth Malhotra, Hrithik Roshan",143,78.27,270.38,4.1,2
King Diaries,2014,"Comedy, Mystery",Zoya Akhtar,"Ranveer Singh, Salman Khan, Kartik Aaryan",119,286.14,166.9,8.1,0
Shadow Forever,2014,"Crime, Crime",Farhan Akhtar,"Shah Rukh Khan, Ayushmann Khurrana, Akshay Kumar",174,242.67,160.96,7.4,0
War Diaries,2014,"Romance, Thriller",Kabir Khan,"Ranbir Kapoor, Ayushmann Khurrana, Varun Dhawan",138,63.78,202.82,4.4,2
Shadow Returns,2014,"Mystery, Mystery",Rajkumar Hirani,"Varun Dhawan, Sidharth Malhotra, Ayushmann Khurrana",130,24.84,12.71,4.1,0
Night Rising,2014,"Adventure, Mystery",Zoya Akhtar,"Akshay Kumar, Ranveer Singh, Salman Khan",167,77.62,203.96,4.6,2
King Returns,2014,"Adventure, Adventure",Rajkumar Hirani,"Akshay Kumar, Ayushmann Khurrana, Aamir Khan",91,111.01,242.54,6.6,2
Revenge Saga,2014,"Mystery, Action",Anurag Kashyap,"Rajkummar Rao, Ranveer Singh, Ranbir Kapoor",126,176.83,146.94,4.6,0
Night Awakens,2014,"Romance, Action",Rohit Shetty,"Varun Dhawan, Akshay Kumar, Ranveer Singh",131,64.75,112.82,5.0,1
Dream Affair,2014,"Drama, Crime",Rajkumar Hirani,"Sidharth Malhotra, Salman Khan, Shah Rukh Khan",171,21.2,15.91,8.7,0
Dream Rising,2014,"Horror, Drama",Imtiaz Ali,"Vicky Kaushal, Salman Khan, Kartik Aaryan",123,164.98,321.14,8.0,1
King Unleashed,2014,"Drama, Comedy",Ayan Mukerji,"Kartik Aaryan, Ayushmann Khurrana, Shah Rukh Khan",112,255.49,564.79,6.1,2
Revenge Diaries,2014,"Thriller, Mystery",S. S. Rajamouli,"Hrithik Roshan, Akshay Kumar, Varun Dhawan",126,151.23,262.61,9.4,1
Night Code,2014,"Horror, Drama",Rajkumar Hirani,"Rajkummar Rao, Vicky Kaushal, Akshay Kumar",118,292.63,680.23,5.1,2
Revenge Diaries,2014,"Thriller, Fantasy",S. S. Rajamouli,"Vicky Kaushal, Akshay Kumar, Ranbir Kapoor",119,57.32,115.25,8.5,2
Night Affair,2014,"Thriller, Fantasy",Kabir Khan,"Aamir Khan, Kartik Aaryan, Rajkummar Rao",128,241.66,648.31,4.7,2
Night Chronicles,2014,"Mystery, Romance",Sanjay Leela Bhansali,"Aamir Khan, Akshay Kumar, Ranbir Kapoor",120,18.2,35.69,5.9,1
King Affair,2014,"Crime, Action",Ayan Mukerji,"Sidharth Malhotra, Varun Dhawan, Hrithik Roshan",117,43.36,83.28,9.3,1
Storm Returns,2014,"Mystery, Crime",Rohit Shetty,"Rajkummar Rao, Akshay Kumar, Ranveer Singh",119,68.21,200.55,8.2,2
King Diaries,2014,"Horror, Adventure",Imtiaz Ali,"Rajkummar Rao, Kartik Aaryan, Vicky Kaushal",93,42.92,68.1,5.0,1
Storm Saga,2014,"Mystery, Action",Farhan Akhtar,"Salman Khan, Shah Rukh Khan, Ayushmann Khurrana",133,215.37,467.87,6.5,2
Heart Forever,2014,"Thriller, Action",Farhan Akhtar,"Vicky Kaushal, Kartik Aaryan, Varun Dhawan",133,182.72,214.7,4.8,1
Dream Saga,2014,"Horror, Thriller",S. S. Rajamouli,"Sidharth Malhotra, Hrithik Roshan, Akshay Kumar",152,107.44,299.86,9.3,2
War Awakens,2015,"Fantasy, Drama",Karan Johar,"Shah Rukh Khan, Ranveer Singh, Hrithik Roshan",111,15.2,47.55,5.3,2
War Returns,2015,"Mystery, Mystery",Zoya Akhtar,"Ranbir Kapoor, Salman Khan, Shah Rukh Khan",163,134.53,163.01,7.8,1
King Diaries,2015,"Action, Romance",Rajkumar Hirani,"Shah Rukh Khan, Akshay Kumar, Aamir Khan",127,91.76,46.33,7.6,0
War Awakens,2015,"Horror, Thriller",Zoya Akhtar,"Aamir Khan, Salman Khan, Sidharth Malhotra",95,43.72,30.54,4.4,0
Dream Diaries,2015,"Adventure, Drama",Karan Johar,"Tiger Shroff, Kartik Aaryan, Salman Khan",160,251.49,677.19,5.2,2
Night Unleashed,2015,"Mystery, Thriller",Anurag Kashyap,"Sidharth Malhotra, Hrithik Roshan, Varun Dhawan",138,82.47,284.59,4.7,2
Shadow Chronicles,2015,"Crime, Drama",Farhan Akhtar,"Ayushmann Khurrana, Varun Dhawan, Salman Khan",116,223.12,157.34,7.4,0
Night Forever,2015,"Horror, Fantasy",S. S. Rajamouli,"Shah Rukh Khan, Vicky Kaushal, Ranveer Singh",100,235.01,360.48,4.3,1
Heart Saga,2015,"Adventure, Adventure",Farhan Akhtar,"Ranbir Kapoor, Shah Rukh Khan, Vicky Kaushal",121,90.44,279.07,7.8,2
Storm Rising,2015,"Comedy, Adventure",Sanjay Leela Bhansali,"Shah Rukh Khan, Varun Dhawan, Salman Khan",99,229.97,121.34,8.3,0
Hope Unleashed,2015,"Thriller, Horror",Farhan Akhtar,"Ranbir Kapoor, Ayushmann Khurrana, Tiger Shroff",173,60.78,46.31,4.4,0
War Chronicles,2015,"Action, Drama",Farhan Akhtar,"Ranbir Kapoor, Ranveer Singh, Shah Rukh Khan",172,87.98,107.64,8.5,1
Shadow Diaries,2015,"Crime, Comedy",Ayan Mukerji,"Shah Rukh Khan, Kartik Aaryan, Sidharth Malhotra",172,162.31,207.17,5.2,1
Shadow Unleashed,2015,"Crime, Horror",Ayan Mukerji,"Ayushmann Khurrana, Sidharth Malhotra, Shah Rukh Khan",166,195.2,321.3,6.0,1
War Code,2015,"Adventure, Comedy",Zoya Akhtar,"Hrithik Roshan, Shah Rukh Khan, Sidharth Malhotra",174,33.5,21.65,7.5,0
Hope Affair,2015,"Thriller, Thriller",Rohit Shetty,"Tiger Shroff, Akshay Kumar, Ranbir Kapoor",120,24.8,28.31,6.5,1
King Diaries,2015,"Action, Romance",Farhan Akhtar,"Sidharth Malhotra, Vicky Kaushal, Hrithik Roshan",163,100.57,136.95,5.5,1
Hope Rising,2015,"Fantasy, Drama",Karan Johar,"Sidharth Malhotra, Salman Khan, Ranbir Kapoor",158,147.95,402.61,9.3,2
Heart Returns,2015,"Mystery, Drama",Imtiaz Ali,"Aamir Khan, Shah Rukh Khan, Rajkummar Rao",170,183.72,451.34,8.8,2
Heart Awakens,2015,"Action, Drama",Farhan Akhtar,"Hrithik Roshan, Kartik Aaryan, Salman Khan",116,292.53,877.83,7.7,2
King Awakens,2015,"Horror, Thriller",Zoya Akhtar,"Kartik Aaryan, Aamir Khan, Hrithik Roshan",120,269.5,289.73,6.1,1
Shadow Forever,2015,"Adventure, Adventure",S. S. Rajamouli,"Hrithik Roshan, Aamir Khan, Sidharth Malhotra",149,237.74,190.18,6.5,0
Heart Forever,2015,"Adventure, Fantasy",Ayan Mukerji,"Akshay Kumar, Varun Dhawan, Ayushmann Khurrana",131,261.04,676.89,5.5,2
Revenge Rising,2015,"Fantasy, Adventure",Farhan Akhtar,"Salman Khan, Kartik Aaryan, Varun Dhawan",152,148.21,444.52,4.6,2
Revenge Unleashed,2015,"Horror, Thriller",Farhan Akhtar,"Kartik Aaryan, Ranveer Singh, Salman Khan",165,93.3,94.62,8.6,1
King Affair,2015,"Horror, Drama",Zoya Akhtar,"Aamir Khan, Ranveer Singh, Hrithik Roshan",117,120.34,80.77,9.4,0
Love Chronicles,2015,"Thriller, Comedy",Rohit Shetty,"Ranveer Singh, Akshay Kumar, Varun Dhawan",156,58.78,195.91,5.8,2
Heart Unleashed,2015,"Comedy, Fantasy",Rajkumar Hirani,"Kartik Aaryan, Rajkummar Rao, Shah Rukh Khan",176,246.37,195.61,7.7,0
Dream Forever,2015,"Romance, Romance",Rajkumar Hirani,"Hrithik Roshan, Vicky Kaushal, Aamir Khan",139,79.17,76.65,5.5,0
King Affair,2015,"Crime, Drama",Rohit Shetty,"Aamir Khan, Tiger Shroff, Akshay Kumar",155,87.1,256.99,7.5,2
Heart Returns,2015,"Crime, Fantasy",S. S. Rajamouli,"Varun Dhawan, Hrithik Roshan, Shah Rukh Khan",120,167.82,157.26,8.7,0
War Returns,2015,"Horror, Adventure",Rajkumar Hirani,"Vicky Kaushal, Tiger Shroff, Ranveer Singh",133,233.58,338.01,9.1,1
Hope Saga,2015,"Romance, Comedy",Farhan Akhtar,"Salman Khan, Sidharth Malhotra, Vicky Kaushal",160,228.29,449.29,5.4,1
King Diaries,2015,"Mystery, Drama",Zoya Akhtar,"Tiger Shroff, Vicky Kaushal, Kartik Aaryan",131,264.78,595.41,4.2,2
Love Rising,2015,"Comedy, Mystery",Kabir Khan,"Vicky Kaushal, Salman Khan, Rajkummar Rao",109,247.44,258.8,8.5,1
Shadow Affair,2015,"Crime, Action",Rajkumar Hirani,"Aamir Khan, Sidharth Malhotra, Kartik Aaryan",132,293.5,560.64,6.0,1
Shadow Forever,2015,"Fantasy, Thriller",Imtiaz Ali,"Shah Rukh Khan, Sidharth Malhotra, Ranbir Kapoor",155,170.27,333.77,6.9,1
Dream Forever,2015,"Thriller, Romance",Karan Johar,"Rajkummar Rao, Salman Khan, Shah Rukh Khan",103,206.13,294.69,5.5,1
Heart Awakens,2015,"Drama, Mystery",Kabir Khan,"Ranbir Kapoor, Tiger Shroff, Varun Dhawan",103,129.73,191.78,7.0,1
Love Chronicles,2015,"Comedy, Fantasy",Rajkumar Hirani,"Kartik Aaryan, Tiger Shroff, Aamir Khan",110,184.36,180.52,4.9,0
Shadow Affair,2015,"Thriller, Horror",Farhan Akhtar,"Tiger Shroff, Salman Khan, Kartik Aaryan",110,100.4,248.87,6.2,2
Love Forever,2015,"Thriller, Drama",Zoya Akhtar,"Shah Rukh Khan, Kartik Aaryan, Ayushmann Khurrana",104,195.81,148.06,8.2,0
War Code,2015,"Adventure, Horror",Sanjay Leela Bhansali,"Aamir Khan, Kartik Aaryan, Varun Dhawan",107,206.46,677.09,5.1,2
Shadow Code,2015,"Romance, Mystery",Rohit Shetty,"Kartik Aaryan, Sidharth Malhotra, Ranbir Kapoor",158,82.64,228.88,6.1,2
Shadow Diaries,2015,"Romance, Adventure",Rohit Shetty,"Ayushmann Khurrana, Kartik Aaryan, Akshay Kumar",140,135.07,128.18,6.8,0
Love Affair,2015,"Horror, Mystery",S. S. Rajamouli,"Rajkummar Rao, Kartik Aaryan, Tiger Shroff",107,82.2,94.05,5.5,1
Dream Rising,2015,"Mystery, Crime",Anurag Kashyap,"Rajkummar Rao, Akshay Kumar, Varun Dhawan",107,226.38,599.19,5.1,2
Dream Returns,2015,"Crime, Adventure",S. S. Rajamouli,"Salman Khan, Kartik Aaryan, Sidharth Malhotra",179,182.62,410.47,6.5,2
Heart Awakens,2015,"Romance, Mystery",Kabir Khan,"Aamir Khan, Rajkummar Rao, Ranveer Singh",158,299.59,685.31,9.3,2
Hope Code,2015,"Action, Crime",Karan Johar,"Rajkummar Rao, Ayushmann Khurrana, Ranveer Singh",176,136.02,118.03,5.9,0
Shadow Saga,2015,"Thriller, Horror",S. S. Rajamouli,"Ranveer Singh, Rajkummar Rao, Shah Rukh Khan",155,89.13,274.43,5.7,2
Night Affair,2015,"Horror, Comedy",Farhan Akhtar,"Kartik Aaryan, Varun Dhawan, Vicky Kaushal",111,232.75,656.92,9.0,2
Hope Returns,2015,"Thriller, Action",Zoya Akhtar,"Rajkummar Rao, Ranveer Singh, Ayushmann Khurrana",103,274.55,585.55,5.6,2
Hope Code,2015,"Adventure, Adventure",S. S. Rajamouli,"Salman Khan, Aamir Khan, Kartik Aaryan",162,299.84,870.85,4.9,2
War Returns,2015,"Fantasy, Horror",Kabir Khan,"Varun Dhawan, Ranveer Singh, Vicky Kaushal",109,211.33,261.92,5.8,1
War Diaries,2015,"Drama, Mystery",Imtiaz Ali,"Salman Khan, Akshay Kumar, Shah Rukh Khan",145,49.02,79.19,8.5,1
Love Returns,2015,"Drama, Mystery",Imtiaz Ali,"Sidharth Malhotra, Vicky Kaushal, Akshay Kumar",123,183.08,300.31,7.6,1
Dream Returns,2015,"Romance, Action",S. S. Rajamouli,"Ranbir Kapoor, Shah Rukh Khan, Vicky Kaushal",167,205.54,155.47,8.1,0
Revenge Rising,2015,"Crime, Fantasy",Rajkumar Hirani,"Vicky Kaushal, Kartik Aaryan, Ranveer Singh",138,199.27,532.08,7.0,2
War Affair,2015,"Crime, Adventure",Imtiaz Ali,"Akshay Kumar, Hrithik Roshan, Ranbir Kapoor",165,114.2,138.02,4.4,1
Revenge Saga,2015,"Romance, Thriller",S. S. Rajamouli,"Ranbir Kapoor, Akshay Kumar, Shah Rukh Khan",129,204.83,604.63,7.7,2
Night Diaries,2015,"Thriller, Horror",Anurag Kashyap,"Ranveer Singh, Aamir Khan, Vicky Kaushal",152,227.74,231.69,4.4,1
King Forever,2015,"Thriller, Drama",Rajkumar Hirani,"Ranbir Kapoor, Varun Dhawan, Aamir Khan",149,42.01,121.89,5.4,2
Night Rising,2015,"Thriller, Action",Anurag Kashyap,"Ranbir Kapoor, Rajkummar Rao, Varun Dhawan",139,38.22,91.4,9.3,2
King Saga,2015,"Horror, Crime",S. S. Rajamouli,"Kartik Aaryan, Akshay Kumar, Ayushmann Khurrana",130,135.72,118.63,7.3,0
Heart Code,2015,"Thriller, Comedy",Ayan Mukerji,"Varun Dhawan, Rajkummar Rao, Salman Khan",114,167.47,468.01,6.2,2
Love Affair,2015,"Drama, Fantasy",Rohit Shetty,"Aamir Khan, Ayushmann Khurrana, Salman Khan",99,229.43,326.79,7.5,1
Storm Affair,2015,"Action, Thriller",Sanjay Leela Bhansali,"Rajkummar Rao, Sidharth Malhotra, Akshay Kumar",118,78.46,108.04,6.7,1
War Awakens,2015,"Action, Romance",S. S. Rajamouli,"Vicky Kaushal, Aamir Khan, Ranveer Singh",123,45.93,88.44,8.0,1
Hope Affair,2015,"Adventure, Adventure",Farhan Akhtar,"Aamir Khan, Sidharth Malhotra, Varun Dhawan",143,269.37,685.68,5.8,2
Night Chronicles,2015,"Crime, Action",Rajkumar Hirani,"Vicky Kaushal, Ranbir Kapoor, Ayushmann Khurrana",134,195.62,619.49,5.9,2
Shadow Forever,2015,"Action, Comedy",Anurag Kashyap,"Vicky Kaushal, Varun Dhawan, Hrithik Roshan",166,85.04,44.07,6.6,0
Love Forever,2015,"Fantasy, Crime",Sanjay Leela Bhansali,"Rajkummar Rao, Aamir Khan, Vicky Kaushal",147,180.89,457.45,4.9,2
Storm Diaries,2015,"Action, Romance",Zoya Akhtar,"Ranbir Kapoor, Ranveer Singh, Shah Rukh Khan",162,134.35,465.87,6.1,2
Revenge Unleashed,2015,"Fantasy, Drama",Kabir Khan,"Ayushmann Khurrana, Sidharth Malhotra, Rajkummar Rao",178,174.96,288.68,9.5,1
King Code,2015,"Comedy, Mystery",Sanjay Leela Bhansali,"Sidharth Malhotra, Kartik Aaryan, Vicky Kaushal",146,70.9,230.82,5.0,2
War Saga,2015,"Adventure, Comedy",Farhan Akhtar,"Sidharth Malhotra, Ranveer Singh, Akshay Kumar",113,263.87,575.34,8.4,2
Love Unleashed,2015,"Adventure, Comedy",S. S. Rajamouli,"Akshay Kumar, Vicky Kaushal, Shah Rukh Khan",158,173.65,423.08,4.6,2
Night Unleashed,2015,"Adventure, Mystery",Rohit Shetty,"Varun Dhawan, Akshay Kumar, Vicky Kaushal",140,202.57,549.95,7.8,2
War Forever,2015,"Fantasy, Drama",Kabir Khan,"Kartik Aaryan, Tiger Shroff, Ranbir Kapoor",144,294.02,411.04,8.6,1
King Code,2015,"Thriller, Comedy",Imtiaz Ali,"Sidharth Malhotra, Hrithik Roshan, Akshay Kumar",90,19.38,48.15,5.8,2
Night Unleashed,2015,"Fantasy, Romance",Sanjay Leela Bhansali,"Akshay Kumar, Salman Khan, Hrithik Roshan",125,123.38,150.07,9.0,1
Storm Rising,2015,"Crime, Adventure",Rohit Shetty,"Tiger Shroff, Salman Khan, Shah Rukh Khan",127,264.46,487.08,5.9,1
King Code,2015,"Mystery, Horror",Ayan Mukerji,"Sidharth Malhotra, Varun Dhawan, Vicky Kaushal",173,253.17,420.78,8.5,1
War Awakens,2015,"Mystery, Fantasy",Ayan Mukerji,"Hrithik Roshan, Rajkummar Rao, Ranveer Singh",110,71.44,214.84,4.0,2
War Diaries,2015,"Crime, Thriller",Kabir Khan,"Rajkummar Rao, Varun Dhawan, Tiger Shroff",125,78.06,270.47,8.3,2
Dream Saga,2015,"Drama, Romance",Imtiaz Ali,"Varun Dhawan, Vicky Kaushal, Tiger Shroff",131,234.81,338.89,5.8,1
War Returns,2015,"Adventure, Crime",Ayan Mukerji,"Ranveer Singh, Rajkummar Rao, Vicky Kaushal",160,293.39,263.56,6.1,0
Dream Chronicles,2015,"Drama, Mystery",Ayan Mukerji,"Sidharth Malhotra, Ranveer Singh, Vicky Kaushal",124,229.94,217.25,8.7,0
Revenge Chronicles,2015,"Crime, Fantasy",Sanjay Leela Bhansali,"Rajkummar Rao, Akshay Kumar, Ayushmann Khurrana",129,75.83,149.55,4.2,1
King Diaries,2015,"Adventure, Horror",Farhan Akhtar,"Salman Khan, Ranbir Kapoor, Kartik Aaryan",98,295.58,732.49,7.7,2
Hope Awakens,2015,"Mystery, Drama",Rohit Shetty,"Akshay Kumar, Varun Dhawan, Aamir Khan",112,186.29,294.35,7.2,1
Storm Unleashed,2015,"Adventure, Comedy",Rajkumar Hirani,"Varun Dhawan, Ranveer Singh, Rajkummar Rao",162,195.64,494.9,8.6,2
King Saga,2015,"Action, Mystery",Kabir Khan,"Aamir Khan, Varun Dhawan, Akshay Kumar",111,287.21,269.52,8.0,0
Storm Affair,2015,"Adventure, Mystery",Farhan Akhtar,"Ranveer Singh, Rajkummar Rao, Salman Khan",160,126.44,97.72,9.1,0
Night Rising,2015,"Romance, Romance",Anurag Kashyap,"Salman Khan, Ranveer Singh, Ranbir Kapoor",128,241.78,613.08,8.3,2
Storm Unleashed,2015,"Fantasy, Adventure",Farhan Akhtar,"Aamir Khan, Hrithik Roshan, Varun Dhawan",123,21.71,44.37,4.2,2
Hope Diaries,2015,"Action, Horror",Anurag Kashyap,"Rajkummar Rao, Kartik Aaryan, Vicky Kaushal",149,89.32,96.42,5.2,1
King Unleashed,2015,"Mystery, Horror",Rajkumar Hirani,"Hrithik Roshan, Shah Rukh Khan, Rajkummar Rao",98,11.25,32.97,5.5,2
Revenge Affair,2015,"Mystery, Thriller",Anurag Kashyap,"Aamir Khan, Sidharth Malhotra, Tiger Shroff",106,47.29,164.34,5.6,2
Shadow Awakens,2015,"Mystery, Fantasy",Rohit Shetty,"Tiger Shroff, Akshay Kumar, Hrithik Roshan",146,125.92,338.78,5.4,2
Heart Forever,2015,"Adventure, Fantasy",Sanjay Leela Bhansali,"Vicky Kaushal, Hrithik Roshan, Ranveer Singh",177,266.27,883.01,9.2,2
King Returns,2015,"Crime, Drama",Farhan Akhtar,"Kartik Aaryan, Sidharth Malhotra, Ranbir Kapoor",111,221.28,694.44,5.2,2
Revenge Diaries,2015,"Comedy, Adventure",Ayan Mukerji,"Salman Khan, Varun Dhawan, Ranveer Singh",98,212.55,195.82,5.9,0
Revenge Returns,2015,"Mystery, Crime",Rohit Shetty,"Tiger Shroff, Shah Rukh Khan, Akshay Kumar",152,278.04,825.91,7.0,2
Dream Diaries,2015,"Horror, Crime",Sanjay Leela Bhansali,"Kartik Aaryan, Sidharth Malhotra, Hrithik Roshan",97,38.35,100.43,6.6,2
Hope Saga,2015,"Drama, Mystery",Rajkumar Hirani,"Ranveer Singh, Salman Khan, Ayushmann Khurrana",136,288.02,539.5,6.7,1
Shadow Affair,2015,"Comedy, Mystery",Ayan Mukerji,"Sidharth Malhotra, Salman Khan, Varun Dhawan",92,181.01,524.65,5.8,2
Dream Diaries,2015,"Comedy, Horror",Rohit Shetty,"Shah Rukh Khan, Ranveer Singh, Ranbir Kapoor",125,68.78,154.33,4.5,2
Hope Diaries,2015,"Adventure, Adventure",Sanjay Leela Bhansali,"Shah Rukh Khan, Tiger Shroff, Aamir Khan",150,134.1,373.56,5.8,2
Heart Diaries,2015,"Fantasy, Mystery",Rohit Shetty,"Ranbir Kapoor, Varun Dhawan, Tiger Shroff",112,205.89,648.4,6.9,2
War Forever,2015,"Mystery, Horror",S. S. Rajamouli,"Akshay Kumar, Varun Dhawan, Kartik Aaryan",111,57.53,107.76,7.7,1
King Affair,2015,"Crime, Horror",Ayan Mukerji,"Kartik Aaryan, Hrithik Roshan, Ranbir Kapoor",121,212.69,610.64,6.5,2
Dream Awakens,2015,"Adventure, Adventure",Zoya Akhtar,"Ranveer Singh, Ayushmann Khurrana, Shah Rukh Khan",140,21.19,37.01,9.0,1
Dream Returns,2015,"Drama, Horror",Anurag Kashyap,"Hrithik Roshan, Vicky Kaushal, Rajkummar Rao",100,235.62,305.67,7.4,1
Love Returns,2015,"Comedy, Thriller",Ayan Mukerji,"Ranveer Singh, Hrithik Roshan, Akshay Kumar",177,21.32,40.7,8.6,1
King Code,2015,"Drama, Crime",Imtiaz Ali,"Sidharth Malhotra, Ranbir Kapoor, Vicky Kaushal",117,173.91,119.05,9.4,0
Heart Returns,2015,"Thriller, Adventure",Anurag Kashyap,"Ayushmann Khurrana, Salman Khan, Vicky Kaushal",117,166.6,336.54,8.4,2
War Returns,2015,"Crime, Mystery",Farhan Akhtar,"Shah Rukh Khan, Ranveer Singh, Ranbir Kapoor",154,184.6,283.36,9.4,1
Love Forever,2015,"Fantasy, Crime",Anurag Kashyap,"Ranveer Singh, Rajkummar Rao, Aamir Khan",173,60.22,141.43,8.3,2
Love Rising,2015,"Romance, Crime",Sanjay Leela Bhansali,"Vicky Kaushal, Rajkummar Rao, Ranveer Singh",143,13.41,33.19,9.3,2
Hope Chronicles,2015,"Crime, Crime",Rohit Shetty,"Aamir Khan, Varun Dhawan, Akshay Kumar",158,229.3,375.24,4.5,1
Heart Returns,2015,"Romance, Thriller",Anurag Kashyap,"Hrithik Roshan, Varun Dhawan, Vicky Kaushal",107,237.04,646.62,5.1,2
King Saga,2015,"Horror, Comedy",Zoya Akhtar,"Aamir Khan, Shah Rukh Khan, Ranveer Singh",119,16.69,24.2,4.4,1
Hope Forever,2015,"Adventure, Drama",Rohit Shetty,"Akshay Kumar, Vicky Kaushal, Shah Rukh Khan",134,242.62,524.66,6.5,2
Dream Returns,2015,"Crime, Action",S. S. Rajamouli,"Aamir Khan, Vicky Kaushal, Sidharth Malhotra",112,255.18,595.95,5.2,2
Shadow Chronicles,2015,"Crime, Crime",Farhan Akhtar,"Salman Khan, Vicky Kaushal, Kartik Aaryan",114,257.66,196.04,8.7,0
